"hgnc_symbol"	"hgnc_id"	"description"
"TSEN34"	"HGNC:15506"	"tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]"
"TSEN54"	"HGNC:27561"	"tRNA splicing endonuclease subunit 54 [Source:HGNC Symbol;Acc:HGNC:27561]"
"TSFM"	"HGNC:12367"	"Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12367]"
"TSGA10"	"HGNC:14927"	"testis specific 10 [Source:HGNC Symbol;Acc:HGNC:14927]"
"TSHB"	"HGNC:12372"	"thyroid stimulating hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:12372]"
"TSHR"	"HGNC:12373"	"thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:12373]"
"TSKU"	"HGNC:28850"	"tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]"
"TSLP"	"HGNC:30743"	"thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]"
"TSPAN13"	"HGNC:21643"	"tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]"
"TSPAN15"	"HGNC:23298"	"tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]"
"TSPAN17"	"HGNC:13594"	"tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]"
"TSPAN3"	"HGNC:17752"	"tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"TSPAN31"	"HGNC:10539"	"tetraspanin 31 [Source:HGNC Symbol;Acc:HGNC:10539]"
"TSPAN33"	"HGNC:28743"	"tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743]"
"TSPAN5"	"HGNC:17753"	"tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]"
"TSPAN8"	"HGNC:11855"	"tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]"
"TSPEAR"	"HGNC:1268"	"thrombospondin type laminin G domain and EAR repeats [Source:HGNC Symbol;Acc:HGNC:1268]"
"TSPYL1"	"HGNC:12382"	"TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382]"
"TSPYL5"	"HGNC:29367"	"TSPY like 5 [Source:HGNC Symbol;Acc:HGNC:29367]"
"TSR3"	"HGNC:14175"	"TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]"
"TSSC4"	"HGNC:12386"	"tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]"
"TSSK2"	"HGNC:11401"	"testis specific serine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11401]"
"TSSK3"	"HGNC:15473"	"testis specific serine kinase 3 [Source:HGNC Symbol;Acc:HGNC:15473]"
"TSSK4"	"HGNC:19825"	"testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]"
"TST"	"HGNC:12388"	"thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]"
"TTC19"	"HGNC:26006"	"tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]"
"TTC21B"	"HGNC:25660"	"tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:HGNC:25660]"
"TTC22"	"HGNC:26067"	"tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]"
"TTC27"	"HGNC:25986"	"tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]"
"TTC32"	"HGNC:32954"	"tetratricopeptide repeat domain 32 [Source:HGNC Symbol;Acc:HGNC:32954]"
"TTC33"	"HGNC:29959"	"tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]"
"TTC39C"	"HGNC:26595"	"tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]"
"TTC7A"	"HGNC:19750"	"tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:HGNC:19750]"
"TTI2"	"HGNC:26262"	"TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262]"
"TTK"	"HGNC:12401"	"TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]"
"TTLL13"	"HGNC:32484"	"tubulin tyrosine ligase like 13 [Source:HGNC Symbol;Acc:HGNC:32484]"
"TTLL3"	"HGNC:24483"	"tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483]"
"TTLL6"	"HGNC:26664"	"tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664]"
"TTLL9"	"HGNC:16118"	"tubulin tyrosine ligase like 9 [Source:HGNC Symbol;Acc:HGNC:16118]"
"TTPAL"	"HGNC:16114"	"alpha tocopherol transfer protein like [Source:HGNC Symbol;Acc:HGNC:16114]"
"TUBAL3"	"HGNC:23534"	"tubulin alpha like 3 [Source:HGNC Symbol;Acc:HGNC:23534]"
"TUBB1"	"HGNC:16257"	"tubulin beta 1 class VI [Source:HGNC Symbol;Acc:HGNC:16257]"
"TUBB8"	"HGNC:20773"	"tubulin beta 8 class VIII [Source:HGNC Symbol;Acc:HGNC:20773]"
"TUBE1"	"HGNC:20775"	"tubulin epsilon 1 [Source:HGNC Symbol;Acc:HGNC:20775]"
"TUBGCP5"	"HGNC:18600"	"tubulin gamma complex component 5 [Source:HGNC Symbol;Acc:HGNC:18600]"
"TVP23B"	"HGNC:20399"	"trans-golgi network vesicle protein 23 homolog B [Source:HGNC Symbol;Acc:HGNC:20399]"
"TVP23C"	"HGNC:30453"	"trans-golgi network vesicle protein 23 homolog C [Source:HGNC Symbol;Acc:HGNC:30453]"
"TWF1"	"HGNC:9620"	"twinfilin actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9620]"
"TWSG1"	"HGNC:12429"	"twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]"
"TXK"	"HGNC:12434"	"TXK tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12434]"
"TXN2"	"HGNC:17772"	"thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]"
"TXNDC12"	"HGNC:24626"	"thioredoxin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:24626]"
"TXNDC16"	"HGNC:19965"	"thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]"
"TXNDC17"	"HGNC:28218"	"thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]"
"TXNDC9"	"HGNC:24110"	"thioredoxin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24110]"
"TXNIP"	"HGNC:16952"	"thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]"
"TXNRD2"	"HGNC:18155"	"thioredoxin reductase 2 [Source:HGNC Symbol;Acc:HGNC:18155]"
"TYK2"	"HGNC:12440"	"tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]"
"TYMSOS"	"HGNC:29553"	"TYMS opposite strand RNA [Source:HGNC Symbol;Acc:HGNC:29553]"
"TYW3"	"HGNC:24757"	"tRNA-yW synthesizing protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:24757]"
"UAP1L1"	"HGNC:28082"	"UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]"
"UBA5"	"HGNC:23230"	"ubiquitin like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230]"
"UBA6"	"HGNC:25581"	"ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]"
"UBALD1"	"HGNC:29576"	"UBA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29576]"
"UBALD2"	"HGNC:28438"	"UBA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28438]"
"UBAP1L"	"HGNC:40028"	"ubiquitin associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:40028]"
"UBC"	"HGNC:12468"	"ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]"
"UBE2D4"	"HGNC:21647"	"ubiquitin conjugating enzyme E2 D4 (putative) [Source:HGNC Symbol;Acc:HGNC:21647]"
"UBE2J1"	"HGNC:17598"	"ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598]"
"UBE2L6"	"HGNC:12490"	"ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490]"
"UBE2Q2"	"HGNC:19248"	"ubiquitin conjugating enzyme E2 Q2 [Source:HGNC Symbol;Acc:HGNC:19248]"
"UBIAD1"	"HGNC:30791"	"UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]"
"UBL5"	"HGNC:13736"	"ubiquitin like 5 [Source:HGNC Symbol;Acc:HGNC:13736]"
"UBXN11"	"HGNC:30600"	"UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]"
"UBXN6"	"HGNC:14928"	"UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928]"
"UCN"	"HGNC:12516"	"urocortin [Source:HGNC Symbol;Acc:HGNC:12516]"
"UFSP1"	"HGNC:33821"	"UFM1 specific peptidase 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:33821]"
"UGGT1"	"HGNC:15663"	"UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]"
"UGT1A10"	"HGNC:12531"	"UDP glucuronosyltransferase family 1 member A10 [Source:HGNC Symbol;Acc:HGNC:12531]"
"UGT1A7"	"HGNC:12539"	"UDP glucuronosyltransferase family 1 member A7 [Source:HGNC Symbol;Acc:HGNC:12539]"
"UGT1A8"	"HGNC:12540"	"UDP glucuronosyltransferase family 1 member A8 [Source:HGNC Symbol;Acc:HGNC:12540]"
"UGT1A9"	"HGNC:12541"	"UDP glucuronosyltransferase family 1 member A9 [Source:HGNC Symbol;Acc:HGNC:12541]"
"UGT2B15"	"HGNC:12546"	"UDP glucuronosyltransferase family 2 member B15 [Source:HGNC Symbol;Acc:HGNC:12546]"
"UMAD1"	"HGNC:48955"	"UBAP1-MVB12-associated (UMA) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:48955]"
"UMODL1-AS1"	"HGNC:23821"	"UMODL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23821]"
"UMPS"	"HGNC:12563"	"uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]"
"UNC119"	"HGNC:12565"	"unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]"
"UNC13C"	"HGNC:23149"	"unc-13 homolog C [Source:HGNC Symbol;Acc:HGNC:23149]"
"UNC45A"	"HGNC:30594"	"unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]"
"UNC45B"	"HGNC:14304"	"unc-45 myosin chaperone B [Source:HGNC Symbol;Acc:HGNC:14304]"
"UNC5B"	"HGNC:12568"	"unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568]"
"UNC5C"	"HGNC:12569"	"unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]"
"UNG"	"HGNC:12572"	"uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572]"
"UNKL"	"HGNC:14184"	"unk like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184]"
"UPB1"	"HGNC:16297"	"beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297]"
"UPK3A"	"HGNC:12580"	"uroplakin 3A [Source:HGNC Symbol;Acc:HGNC:12580]"
"UPP1"	"HGNC:12576"	"uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]"
"UQCC1"	"HGNC:15891"	"ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:15891]"
"UQCC2"	"HGNC:21237"	"ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237]"
"UQCC5"	"HGNC:37257"	"ubiquinol-cytochrome c reductase complex assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:37257]"
"UQCC6"	"HGNC:34450"	"ubiquinol-cytochrome c reductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:34450]"
"UQCRB"	"HGNC:12582"	"ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]"
"UQCRC2"	"HGNC:12586"	"ubiquinol-cytochrome c reductase core protein 2 [Source:HGNC Symbol;Acc:HGNC:12586]"
"UQCRQ"	"HGNC:29594"	"ubiquinol-cytochrome c reductase complex III subunit VII [Source:HGNC Symbol;Acc:HGNC:29594]"
"URM1"	"HGNC:28378"	"ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]"
"UROC1"	"HGNC:26444"	"urocanate hydratase 1 [Source:HGNC Symbol;Acc:HGNC:26444]"
"USB1"	"HGNC:25792"	"U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]"
"USHBP1"	"HGNC:24058"	"USH1 protein network component harmonin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24058]"
"USP18"	"HGNC:12616"	"ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]"
"USP44"	"HGNC:20064"	"ubiquitin specific peptidase 44 [Source:HGNC Symbol;Acc:HGNC:20064]"
"USP45"	"HGNC:20080"	"ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080]"
"USP54"	"HGNC:23513"	"ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:HGNC:23513]"
"UTP11"	"HGNC:24329"	"UTP11 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24329]"
"UTP14C"	"HGNC:20321"	"UTP14C small subunit processome component [Source:HGNC Symbol;Acc:HGNC:20321]"
"UTP25"	"HGNC:28440"	"UTP25 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28440]"
"UTS2B"	"HGNC:30894"	"urotensin 2B [Source:HGNC Symbol;Acc:HGNC:30894]"
"VAMP1"	"HGNC:12642"	"vesicle associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:12642]"
"VASN"	"HGNC:18517"	"vasorin [Source:HGNC Symbol;Acc:HGNC:18517]"
"VAV3"	"HGNC:12659"	"vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]"
"VEGFB"	"HGNC:12681"	"vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681]"
"VEPH1"	"HGNC:25735"	"ventricular zone expressed PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25735]"
"VGLL3"	"HGNC:24327"	"vestigial like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]"
"VILL"	"HGNC:30906"	"villin like [Source:HGNC Symbol;Acc:HGNC:30906]"
"VIPR1"	"HGNC:12694"	"vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]"
"VMAC"	"HGNC:33803"	"vimentin type intermediate filament associated coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:33803]"
"VMO1"	"HGNC:30387"	"vitelline membrane outer layer 1 homolog [Source:HGNC Symbol;Acc:HGNC:30387]"
"VPS28"	"HGNC:18178"	"VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178]"
"VPS35L"	"HGNC:24641"	"VPS35 endosomal protein sorting factor like [Source:HGNC Symbol;Acc:HGNC:24641]"
"VPS36"	"HGNC:20312"	"vacuolar protein sorting 36 homolog [Source:HGNC Symbol;Acc:HGNC:20312]"
"VPS37B"	"HGNC:25754"	"VPS37B subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:25754]"
"VPS37C"	"HGNC:26097"	"VPS37C subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:26097]"
"VPS41"	"HGNC:12713"	"VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713]"
"VRK2"	"HGNC:12719"	"VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"VRK3"	"HGNC:18996"	"VRK serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]"
"VSIG10L"	"HGNC:27111"	"V-set and immunoglobulin domain containing 10 like [Source:HGNC Symbol;Acc:HGNC:27111]"
"VSIR"	"HGNC:30085"	"V-set immunoregulatory receptor [Source:HGNC Symbol;Acc:HGNC:30085]"
"VSTM4"	"HGNC:26470"	"V-set and transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26470]"
"VTI1B"	"HGNC:17793"	"vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]"
"VWA1"	"HGNC:30910"	"von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]"
"VWA2"	"HGNC:24709"	"von Willebrand factor A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24709]"
"VWA3B"	"HGNC:28385"	"von Willebrand factor A domain containing 3B [Source:HGNC Symbol;Acc:HGNC:28385]"
"VWA5A"	"HGNC:6658"	"von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]"
"VWA5B1"	"HGNC:26538"	"von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538]"
"VWA7"	"HGNC:13939"	"von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]"
"VWCE"	"HGNC:26487"	"von Willebrand factor C and EGF domains [Source:HGNC Symbol;Acc:HGNC:26487]"
"VWDE"	"HGNC:21897"	"von Willebrand factor D and EGF domains [Source:HGNC Symbol;Acc:HGNC:21897]"
"WASHC2A"	"HGNC:23416"	"WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]"
"WASHC2C"	"HGNC:23414"	"WASH complex subunit 2C [Source:HGNC Symbol;Acc:HGNC:23414]"
"WASHC3"	"HGNC:24256"	"WASH complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24256]"
"WBP2"	"HGNC:12738"	"WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]"
"WBP2NL"	"HGNC:28389"	"WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389]"
"WDCP"	"HGNC:26157"	"WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]"
"WDR18"	"HGNC:17956"	"WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]"
"WDR19"	"HGNC:18340"	"WD repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:18340]"
"WDR24"	"HGNC:20852"	"WD repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:20852]"
"WDR3"	"HGNC:12755"	"WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]"
"WDR45B"	"HGNC:25072"	"WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]"
"WDR46"	"HGNC:13923"	"WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]"
"WDR62"	"HGNC:24502"	"WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502]"
"WDR73"	"HGNC:25928"	"WD repeat domain 73 [Source:HGNC Symbol;Acc:HGNC:25928]"
"WDR87"	"HGNC:29934"	"WD repeat domain 87 [Source:HGNC Symbol;Acc:HGNC:29934]"
"WDR88"	"HGNC:26999"	"WD repeat domain 88 [Source:HGNC Symbol;Acc:HGNC:26999]"
"WDR89"	"HGNC:20489"	"WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]"
"WEE2"	"HGNC:19684"	"WEE2 oocyte meiosis inhibiting kinase [Source:HGNC Symbol;Acc:HGNC:19684]"
"WFDC12"	"HGNC:16115"	"WAP four-disulfide core domain 12 [Source:HGNC Symbol;Acc:HGNC:16115]"
"WFDC2"	"HGNC:15939"	"WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]"
"WFDC3"	"HGNC:15957"	"WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:HGNC:15957]"
"WFIKKN2"	"HGNC:30916"	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]"
"WIF1"	"HGNC:18081"	"WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]"
"WIPF2"	"HGNC:30923"	"WAS/WASL interacting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:30923]"
"WIPF3"	"HGNC:22004"	"WAS/WASL interacting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:22004]"
"WNT2B"	"HGNC:12781"	"Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]"
"WNT8B"	"HGNC:12789"	"Wnt family member 8B [Source:HGNC Symbol;Acc:HGNC:12789]"
"WRAP53"	"HGNC:25522"	"WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]"
"WSCD1"	"HGNC:29060"	"WSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29060]"
"WTIP"	"HGNC:20964"	"WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]"
"XDH"	"HGNC:12805"	"xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]"
"XIRP1"	"HGNC:14301"	"xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]"
"XKR3"	"HGNC:28778"	"XK related 3 [Source:HGNC Symbol;Acc:HGNC:28778]"
"XKR8"	"HGNC:25508"	"XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]"
"XPA"	"HGNC:12814"	"XPA, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12814]"
"XRCC4"	"HGNC:12831"	"X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]"
"XRRA1"	"HGNC:18868"	"X-ray radiation resistance associated 1 [Source:HGNC Symbol;Acc:HGNC:18868]"
"XYLB"	"HGNC:12839"	"xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839]"
"YBEY"	"HGNC:1299"	"ybeY metalloendoribonuclease [Source:HGNC Symbol;Acc:HGNC:1299]"
"YDJC"	"HGNC:27158"	"YdjC chitooligosaccharide deacetylase homolog [Source:HGNC Symbol;Acc:HGNC:27158]"
"YIF1B"	"HGNC:30511"	"Yip1 interacting factor homolog B, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:30511]"
"YIPF4"	"HGNC:28145"	"Yip1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:28145]"
"YJU2B"	"HGNC:28118"	"YJU2 splicing factor homolog B [Source:HGNC Symbol;Acc:HGNC:28118]"
"YPEL1"	"HGNC:12845"	"yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]"
"YPEL4"	"HGNC:18328"	"yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328]"
"ZAR1L"	"HGNC:37116"	"zygote arrest 1 like [Source:HGNC Symbol;Acc:HGNC:37116]"
"ZBED10P"	"HGNC:21720"	"zinc finger BED-type containing 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:21720]"
"ZBP1"	"HGNC:16176"	"Z-DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:16176]"
"ZBTB26"	"HGNC:23383"	"zinc finger and BTB domain containing 26 [Source:HGNC Symbol;Acc:HGNC:23383]"
"ZBTB39"	"HGNC:29014"	"zinc finger and BTB domain containing 39 [Source:HGNC Symbol;Acc:HGNC:29014]"
"ZBTB45"	"HGNC:23715"	"zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]"
"ZBTB48"	"HGNC:4930"	"zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]"
"ZC2HC1A"	"HGNC:24277"	"zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]"
"ZC2HC1B"	"HGNC:21174"	"zinc finger C2HC-type containing 1B [Source:HGNC Symbol;Acc:HGNC:21174]"
"ZC3H3"	"HGNC:28972"	"zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]"
"ZC3H8"	"HGNC:30941"	"zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941]"
"ZC3HAV1L"	"HGNC:22423"	"zinc finger CCCH-type containing, antiviral 1 like [Source:HGNC Symbol;Acc:HGNC:22423]"
"ZCCHC9"	"HGNC:25424"	"zinc finger CCHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:25424]"
"ZCRB1"	"HGNC:29620"	"zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]"
"ZCWPW1"	"HGNC:23486"	"zinc finger CW-type and PWWP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23486]"
"ZDHHC12"	"HGNC:19159"	"zinc finger DHHC-type palmitoyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19159]"
"ZDHHC13"	"HGNC:18413"	"zinc finger DHHC-type palmitoyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:18413]"
"ZDHHC16"	"HGNC:20714"	"zinc finger DHHC-type palmitoyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:20714]"
"ZDHHC18"	"HGNC:20712"	"zinc finger DHHC-type palmitoyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:20712]"
"ZDHHC21"	"HGNC:20750"	"zinc finger DHHC-type palmitoyltransferase 21 [Source:HGNC Symbol;Acc:HGNC:20750]"
"ZDHHC23"	"HGNC:28654"	"zinc finger DHHC-type palmitoyltransferase 23 [Source:HGNC Symbol;Acc:HGNC:28654]"
"ZDHHC3"	"HGNC:18470"	"zinc finger DHHC-type palmitoyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18470]"
"ZDHHC4"	"HGNC:18471"	"zinc finger DHHC-type palmitoyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:18471]"
"ZDHHC7"	"HGNC:18459"	"zinc finger DHHC-type palmitoyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18459]"
"ZFAND2A"	"HGNC:28073"	"zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073]"
"ZFP14"	"HGNC:29312"	"ZFP14 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:29312]"
"ZFP36"	"HGNC:12862"	"ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]"
"ZFP36L1"	"HGNC:1107"	"ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]"
"ZFP36L2"	"HGNC:1108"	"ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]"
"ZFP57"	"HGNC:18791"	"ZFP57 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:18791]"
"ZFP62"	"HGNC:23241"	"ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]"
"ZFP91-CNTF"	"HGNC:33441"	"ZFP91-CNTF readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:33441]"
"ZFYVE16"	"HGNC:20756"	"zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]"
"ZFYVE19"	"HGNC:20758"	"zinc finger FYVE-type containing 19 [Source:HGNC Symbol;Acc:HGNC:20758]"
"ZGLP1"	"HGNC:37245"	"zinc finger GATA like protein 1 [Source:HGNC Symbol;Acc:HGNC:37245]"
"ZIM2"	"HGNC:12875"	"zinc finger imprinted 2 [Source:HGNC Symbol;Acc:HGNC:12875]"
"ZKSCAN2"	"HGNC:25677"	"zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677]"
"ZKSCAN3"	"HGNC:13853"	"zinc finger with KRAB and SCAN domains 3 [Source:HGNC Symbol;Acc:HGNC:13853]"
